Name,Office,Address,Telephone,,,,
AP LAW SOLICITORS LTD,HO,Fourth FloorEC1N 2HA,020 7822 2180,ap@aplaw.co.uk, 020 7797 6301, http//www.aplaw.co.uk,486413
AP LAW SOLICITORS LTD,BRN,257 Balham High RoadSW17 7BD,020 8672 2617,ap@aplaw.co.uk, 020 8767 8533, http//www.aplaw.co.uk,486414
AP MORGAN FORBES LLP,HO,Gorray HouseEN1 3PN,020 8342 4230,aap@apmorgan.co.uk,, http//www.apmorgan.co.uk,499964
APFEL CARTER,HO,28-30 Park RoadFY8 1PA,01253 725265,106463.773@compuserve.com, 01253 721235,,74063
APLIN-STOCKTON-FAIRFAX,HO,36 West BarOX16 9RU,01295 251234,reception@aplins.co.uk, 01295 270948, http//www.aplins.co.uk,70580
APPLETON MASSEY,HO,Wells HouseBR1 1LT,0845 8121 002,info@appletonmassey.co.uk, 0845 8121 003, http//www.appletonmassey.co.uk,466386
AQUILA LAW,HO,33A Teignmouth RoadTQ14 8UR,01626 870280,robinbarrett@aquilalaw.co.uk, 01752 451 939, http//www.aquilalaw.co.uk,495688
AR LEGAL SOLICITORS,HO,68-70W4 1QN,+44 (0) 20 8747 9090,info@arlegal.co.uk, +44 (0) 20 8747 9555, http//www.arlegal.co.uk,370551
ARBIS LLP,HO,Marble QuayE1W 1UH,0207 481 2188,london@arbisllp.com, 0207 481 4622, http//www.arbisllp.com,518315
ARC PROPERTY SOLICITORS LLP,HO,Simpson HouseHG1 2PE,08452 600 888,info@arcpropertysolicitors.com,, http//www.arcpropertysolicitors.com,422286
ARC PROPERTY SOLICITORS LLP,BRN,Suite 404  Albany HouseW1B 3HH,08452 600 888,info@actionconveyancing.co.uk,, http//www.actionconveyancing.co.uk,497759
ARCHER FIELDS SOLICITORS,HO,259-261 Cranbrook RoadIG1 4TG,020 8518 5600,operations@sra.org.uk, 020 8518 5620,,68709
ARCHERS LAW LIMITED LIABILITY PARTNERSHIP,HO,Lakeside HouseTS18 3NB,01642 636500,enquiries@archerslaw.co.uk, 01642 636501, http//www.archerslaw.co.uk,400107
ARCHON SOLICITORS LLP,HO,Martin HouseEC4R 0DP,020 7397 9650,operations@sra.org.uk, 020 7929 6316, http//www.archonlaw.co.uk,508763
ARGYLES,HO,43 Albert RoadB79 7JS,01827 56276,janiceh@argylessolicitors.co.uk, 01827 66628, http//www.argylessolicitors.co.uk,46225
ARKRIGHTS SOLICITORS,HO,15-17 Exchange RoadWD18 0JD,01923 233 477,info@arkrights.com, 01923 235 565, http//www.arkrights.com,424138
ARLINGTONS SHARMAS SOLICITORS,HO,6 Arlington StreetSW1A 1RE,020 7299 8999,law@arlingtons.co.uk, 020 7299 8900, http//www.arlingtons.co.uk,75580
ARMITAGE & CO,HO,Pearl Assurance HouseEX4 3NE,01392 214786,operations@sra.org.uk, 01392 413587,,46231
ARMITAGE SYKES LLP,BRN,74 New North RoadHD1 5NW,01484 538121,info@armitagesykes.co.uk, 01484 430116, http//www.armitagesykes.co.uk,422292
ARMSTRONG & CO,HO,2 Dartmouth RoadSE23 3XU,020 8699 3477,operations@sra.org.uk, 020 8291 3645,,46236
ARMSTRONG JAMES LLP,HO,39 Castle StreetRG1 7SL,0118 957 0548,jwaby@pitmans.com, 0118 957 0556, http//www.claimscorporation.com,447268
ARMSTRONGS,HO,167b Kingston RoadSW19 1LJ,020 8543 6800,simon@armstrongslaw.co.uk, 020 8543 6812, http//www.armstrongslaw.co.uk,441689
ARNDALE SOLICITORS,HO,1 Kelsall AvenueLS6 1RB,0113 2431 280,operations@sra.org.uk, 0113 2431 156,,487374
ARNOLD & COMPANY,HO,17 King StreetWD18 0BW,01923 221295,john.hellerman@btinternet.com, 01923 244415,,46240
ARNOLD & PORTER (UK) LLP,HO,International Financial CentreEC2N 1HQ,020 7786 6100,operations@sra.org.uk, 020 7786 6299, http//www.arnoldporter.com,259382
ARNOLD FOOKS CHADWICK LLP,HO,15 Bolton StreetW1J 8AR,020 7499 3007,info@afclaw.co.uk, 020 7499 3863, http//www.afclaw.co.uk,462127
ARNOLD GEORGE & CO,HO,Wellesley HouseIG1 4NH,020 8554 5484,ag@arnoldgeorge.freeserve.co.uk, 020 8518 3486,,69923
ARORA LODHI HEATH,HO,170 High StreetW3 6QZ,020 8993 9995,operations@sra.org.uk, 020 8992 2628, http//www.alhsolicitors.com,72102
ARORA LODHI HEATH,BRN,Winchester HouseNW1 5RA,020 7170 4180,alh@lawyer.com, 020 7424 9627, http//www.alhsolicitors.com,408437
ARORA SOLICITORS,HO,12 Green StreetE7 8BZ,0208 472 6869,ajayajay@hotmail.com, 020 8472 6853,,406145
ARRANS,HO,3 Hamble RoadBN24 5PU,01323 741568,nt@arranslegal.co.uk,, http//www.arranslegal.co.uk,517434
ARSCOTTS LIMITED,HO,54 Lansdowne PlaceBN3 1FG,01273 735289,enquiries@arscotts.com, 01273 325091, http//www.arscotts.com,461962
ARTHUR BARNES & CO,HO,1st FloorEC1V 2PY,020 7278 3046,info@arthurbarnes.co.uk, 020 7812 1446, http//www.arthurbarnes.co.uk,459995
ARTHUR SMITHS,HO,30-32 King StreetWN1 1DA,01942 242815,info@arthursmiths.co.uk, 01942 820020, http//www.arthursmiths.co.uk,55425
ASB ASPIRE LIMITED LIABILITY PARTNERSHIP,HO,Westbrook HouseME14 5DZ,01622 356 000,info@asb-aspire.com, 01622 356 099, http//www.asb-aspire.com,464040
ASB ASPIRE LIMITED LIABILITY PARTNERSHIP,BRN,Innovis HouseRH10 1AS,01293 603603,info@asb-aspire.com, 01293 603666, http//www.asb-aspire.com,497217
ASB LAW,HO,Innovis HouseRH10 1AS,01293 603603,crawley@asb-law.com, 01622 656 690, http//www.asb-law.com,309894
ASB LAW,BRN,Horizon HouseME14 3EN,01622 656500,maidstone@asb-law.com, 01622 656690,,309898
ASB LAW,BRN,18 London RoadRH12 1AY,01403 246800,horsham@asb-law.com, 01403 246838,,309899
ASB LAW,BRN,95 Queens RoadBN1 3XE,01273 828000,brighton@asb-law.com, 01273 828082,,309900
ASB LAW,BRN,44-46 Old SteineBN1 1NH,01273 229900,operations@sra.org.uk, 01273 220025,,523423
ASCOT LAWYERS,HO,Summit HouseRG12 2XH,01344 783890,mary.knowlson@ascotlawyers.co.uk, 01344 783891, http//www.ascotlawyers.co.uk,516580
ASCROFT WHITESIDE,HO,303 Whitegate DriveFY3 9JS,01253 766 866,mail@ascroftwhiteside.co.uk, 01253 766826,,68807
ASGHAR & COMPANY,HO,112/114 The BroadwayUB1 1QF,020 8843 0010,info@asghar-solicitors.co.uk, 020 8843 0080,,77936
ASGHAR & COMPANY,BRN,First FloorSL1 1JQ,01753 535577,AsgharandCo@aol.com, 01753 529 334,,200937
ASH CLIFFORD,HO,10-14 NorthgateTA6 3EU,01278 451327,mail@ashclifford.co.uk, 01278 429750, http//www.ashclifford.co.uk,46261
ASHBURNS SOLICITORS,HO,Trocoll HouseIG11 8PD,0208 591 5297,info@ashburnssolicitors.co.uk, 0208 594 4356, http//www.ashburnssolicitors.co.uk,497598
ASHFORDS LLP,HO,Ashford HouseEX1 3LH,01392 337 000,info@ashfords.co.uk, 01392 337 001, http//www.ashfords.co.uk,508761
ASHFORDS LLP,BRN,Gotham HouseEX16 6LT,01884 203000,info@ashfords.co.uk, 01884 203 001, http//www.ashfords.co.uk,512002
ASHFORDS LLP,BRN,Blackbrook Park AvenueTA1 2PX,01823 284 444,info@ashfords.co.uk, 01823 232 301, http//www.ashfords.co.uk,512005
ASHFORDS LLP,BRN,Princess CourtPL1 2EX,01752 521500,info@ashfords.co.uk, 01752 526 001, http//www.ashfords.co.uk,512006
ASHFORDS LLP,BRN,Bull WharfBS1 6QR,0117 321 8000,operations@sra.org.uk, 0117 321 8001, http//www.ashfords.co.uk,512013
ASHFORDS LLP,BRN,1 Northumberland AvenueWC2N 5BW,0208 938 6323,info@ashfords.co.uk, 0208 938 6995, http//www.ashfords.co.uk,512014
ASHLEY WILSON SOLICITORS LLP,HO,57 Buckingham GateSW1E 6AJ,0207 802 4802,mail@ashleywilson.co.uk, 0207 802 4803, http//www.ashleywilson.co.uk,510618
ASHTON  ROWE SOLICITORS,HO,128 Northfields AvenueW13 9RT,020 8567 1234,info@ashtonrowe.com, 020 8566 0222, http//www.ashtonrowe.com,398434
ASHTON  ROWE SOLICITORS,BRN,10 Greycoat PlaceSW1P 1SB,0207 960 6048,operations@sra.org.uk, 0207 690 6148,,522986
ASHTON BOND GIGG,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,mailbox@abg-law.com, 0115 947 5244, http//www.abg-law.com,69727
ASHTON GRAHAM,HO,Waterfront HouseIP4 1AS,01473 232425,lawyers@ashtongraham.co.uk, 01473 230505, http//www.ashtongraham.co.uk,50075
ASHTON GRAHAM,BRN,Anglia HouseIP11 7AN,01394 277188,lawyers@ashtongraham.co.uk, 01394 670726, http//www.ashtongraham.co.uk,50076
ASHTON GRAHAM,BRN,81 Guildhall StreetIP33 1PZ,01284 762331,lawyers@ashtongraham.co.uk, 01284 764214, http//www.ashtongraham.co.uk,288851
ASHTON GRAHAM NOMINEES,HO,81 Guildhall StreetIP33 1PZ,01473 232425,lawyers@ashtongraham.co.uk, 01473 230505, http//www.ashtongraham.co.uk,80421
ASHTON MORTON SLACK LLP,HO,35-47 North Church StreetS1 2DH,1142752888,info@ashtonmortonslack.co.uk,1142730108, http//www.ashtonmortonslack.co.uk,440453
ASHTONS SOLICITORS,HO,19 Hanover SquareLS3 1AP,0113 2438688,operations@sra.org.uk, 0113 242 8379,,514857
ASHURST LLP,HO,Broadwalk HouseEC2A 2HA,020 7638 1111,operations@sra.org.uk, 020 7638 1112, http//www.ashurst.com,468653
ASHWORTHS,HO,The Old ExchangeSW19 7QD,0845 370 1000,enquiries@ashworths.co.uk, 0845 370 1001, http//www.ashworths.co.uk,323983
ASPECT LAW,HO,Globe HouseWS1 1PL,0871 288 3212,operations@sra.org.uk, 01922 821 247, http//www.aspectlaw.com,449620
ASPINALL WRIGHT,HO,65 High Street WestSK13 8AZ,01457 854645,rec@awandco.co.uk, 01457 854640, http//www.awandco.co.uk,73854
ASPLEY LAW LIMITED,HO,203 Church StreetCM11 2TP,07939 039 850,omardin@aspleylaw.com,, http//www.aspleylaw.com,521772
ASSERSON LAW OFFICES,BRN,First FloorW1S 1SU,0207 199 3773,info@asserson.co.uk,,,486878
AST HAMPSONS,HO,128 Yorkshire StreetOL16 1LA,01706 653322,ptaylor@asthampsons.co.uk, 01706 641432, http//www.asthampsons.co.uk,73449
AST HAMPSONS,BRN,337 Hollinwood AvenueM40 0JA,0161 681 1169,dtaylor@asthampsons.co.uk, 0161 683 5712, http//www.asthampsons.co.uk,73450
AST HAMPSONS,BRN,21-23 Knowsley StreetBL9 0ST,0161 763 1000,bury@asthampsons.co.uk, 0161 763 1978, http//www.asthampsons.co.uk,73453
AST HAMPSONS,BRN,7 South ParadeOL16 1LR,01706 522311,law@asthampsons.co.uk, 01706 861326, http//www.asthampsons.co.uk,342180
ASTON BOND LLP,HO,135-137 High StreetSL1 1DN,01753 486 777,info@astonbond.co.uk, 01753 517180, http//www.astonbond.co.uk,441185
ASTON BOND LLP,BRN,10 Southern CourtRG1 4QS,0118 959 6031,operations@sra.org.uk, 0118 957 5238,,441187
ASTON CLARK SOLICITORS,HO,225-227 High StreetW3 9BY,020 8752 1122,solicitors@astonclark.co.uk, 020 8752 1128, http//www.astonclark.co.uk,209757
ATHA & CO SOLICITORS,HO,165 Albert RoadTS1 2PX,01642 222575,reception@athas.co.uk, 01642 232037, http//www.athas.co.uk,46323
ATHA BARTON LIMITED,BRN,95 High StreetTS12 2DY,01287 651521,enquiries@bartons-solicitors.co.uk, 01287 650881,,471163
ATHERTON GODFREY,HO,8 Hall GateDN1 3LU,01302 320621,info@athertongodfrey.co.uk, 01302 340692, http//www.athertongodfrey.co.uk,46327
ATKINS BASSETT,HO,16 Station RoadLE10 1AW,01455 632685,info@atkinsbassett.co.uk, 01455 619310,,46333
ATKINS PUBLIC LAW LIMITED,HO,The Red HouseEX4 4BS,01392 671657,enquiries@atkinslaw.co.uk, 01392 671659, http//www.atkinslaw.co.uk,424213
ATKINS THOMSON,HO,41 Maiden LaneWC2E 7LJ,020 7836 9300,law@atkinsthomson.com, 020 7836 9400, http//www.atkinsthomson.com,441436
ATKINS THOMSON,BRN,Low Green Barn  Low GreenIP29 5ND,01284 767766,operations@sra.org.uk, 01284 767800, http//www.atkinsthomson.com,449893
ATKINS WILSON & BELL LLP,HO,3-5 Jenner RoadGU1 3AQ,01483 302345,info@awb.co.uk, 01483 301339, http//www.awb.co.uk,423796
ATKINSON & FIRTH,HO,Fenix HouseBD18 3QY,01274 584305,operations@sra.org.uk, 01274 531355,,325316
ATKINSON CLAPHAM,BRN,40 BoroughgateLS21 1AF,01943 466 922,mail@atkinson-dacre.co.uk, 01943 850 247,,519676
ATKINSON RITSON,HO,15 Fisher StreetCA3 8RW,01228 525221,info@atkinsonritson.co.uk, 01228 515409, http//www.atkinsonritson.co.uk,75300
ATLANTIC LAW LLP,HO,1 Great Cumberland PlaceW1H 7AL,020 7616 2888,solicitors@atlantic-law.com, 020 7616 2880, http//www.atlantic-law.com,422306
ATM SOLICITORS LIMITED,HO,100 Washway RoadM33 7RE,,office@atmsolicitors.co.uk,, http//www.atmsolicitors.co.uk,513401
ATTER MACKENZIE & CO,HO,Bridge CourtWR11 4RY,01386 425300,info@attermackenzie.co.uk, 01386 765170, http//www.attermackenzie.co.uk,60332
ATTEYS,HO,82 Cleveland StreetDN1 3DR,01302 340400,andy.tuke@atteys.co.uk, 01302 323710,,46353
ATTEYS,BRN,18-20 Ship HillS60 2HG,01709 372266,operations@sra.org.uk, 01709 820930,,46354
ATTEYS,BRN,22 Hartley StreetS64 9LX,01709 584014,operations@sra.org.uk, 01709 587157,,46356
ATTEYS,BRN,44 Duke StreetDN1 3EA,01302 340400,operations@sra.org.uk, 01302 383855,,206858
ATTEYS,BRN,31 Regent StreetS70 2HJ,01226 212345,operations@sra.org.uk, 01226 215275,,281364
ATTEYS,BRN,9 High StreetS63 7QQ,01709 872106,operations@sra.org.uk, 01709 760328,,281370
ATTEYS,BRN,The Red Brick HouseS1 4EL,0114 276 6767,operations@sra.org.uk, 0114 273 1287,,448077
ATTEYS,BRN,Richmonds HouseDN4 5JH,01302 762 900,operations@sra.org.uk, 01302 762 801, http//www.atteys.co.uk,463529
ATTEYS,BRN,19 ChurchgateDN22 6PF,01777 713355,operations@sra.org.uk, 01777 713377,,463530
ATTWATERS,HO,147 High RoadIG10 4LY,020 8508 2111,enquire@attwaters.co.uk, 020 8508 8879, http//www.attwaters.co.uk,46366
ATTWATERS,BRN,Rothwell HouseCM20 1LQ,01279 638888,enquire@attwaters.co.uk, 01279 639970, http//www.attwaters.co.uk,46368
ATTWELLS SOLICITORS LLP,HO,Beacon HouseIP1 5PB,01473 746000,info@attwells.com, 01473 746155, http//www.attwells.com,466580
ATTWELLS SOLICITORS LLP,BRN,88 St. Johns Wood High StreetNW8 7SH,0207 722 9898,info@attwells.com, 0207 722 5612, http//www.attwells.com,487697
ATTWOOD & CO,HO,20 London RoadRM17 5XY,01375 898871,enquiry@attwoodandco.co.uk, 01375 898872, http//www.attwoodandco.co.uk,68724
AUBREY DAVID INCORPORATING ADLER & CO,HO,40 Manchester StreetW1U 7LL,0207 224 4410,dfreedman@aubreydavid.com, 0207 935 2410, http//www.aubreydavid.com,71701
AUBREY ISAACSON SOLICITORS,HO,3 Scholes LaneM25 0PD,0161 959 5000,info@aubreyissacson.co.uk, 0161 959 5001, http//www.aubreyissacson.co.uk,51756
AUBREY ISAACSON SOLICITORS,BRN,66 Bury Old RoadM45 6TL,0161 959 6000,operations@sra.org.uk, 0161 959 6001,,51758
AUBREY ISAACSON SOLICITORS,BRN,60 Sunny Bank RoadBL9 8HJ,0161 959 5050,operations@sra.org.uk, 0616 959 5051,,266081
AUBREY ISAACSON SOLICITORS,BRN,8 Scholes LaneM25 0BA,0161 772 4000,operations@sra.org.uk, 0161 772 4001,,331784
AUGHTON AINSWORTH,HO,Furness HouseM50 2XA,+44 (0)161 877 8555,info@aughtonainsworth.com, +44 (0) 161 877 8557, http//www.aughtonainsworth.com,407451
AURANGZEB KHAN SOLICITORS,HO,39 Duckworth LaneBD9 5ET,01274 548 549,operations@sra.org.uk, 01274 549 533,,423061
AUSTEN WHETHAM & GUEST,HO,21 South StreetDT6 3NR,01308 422236,scott.bowley@awg-law.co.uk, 01308 427772, http//www.awg-law.co.uk,46377
AUSTIN RAY,HO,102 QueenswayMK2 2RX,01908 644644,office@austinraylaw.co.uk, 01908 633 543, http/www.austinraylaw.co.uk,310197
AUSTIN RYDER & CO,HO,285-287 Gray's Inn RoadWC1X 8QN,020 7833 0882,austinryderlaw@aol.com, 020 7833 4272, http//www.austinryder.co.uk,46386
AUSTIN RYDER & CO,BRN,349 Hertford RoadN9 7BN,020 8804 5111,operations@sra.org.uk, 020 8804 9863,,46387
AUSTIN RYDER & CO,BRN,1 High StreetEN8 0BZ,01992 624804,operations@sra.org.uk, 01992 621016, http//www.austinryder.com,46390
AUSTINS LLP,HO,36-40 Liverpool RoadLU1 1RS,01582 456222,rk@austinlaw.com, 01582 401614, http//www.austinslaw.com,439384
AUSTINS LLP,BRN,175 High StreetHP4 3AP,01442 872141,berkhamsted@austinslaw.com, 01442 862222, http//www.austinslaw.com,439392
AVERTA EMPLOYMENT LAWYERS,HO,Vienna HouseB37 7GN,0870 421 1952,enquiries@averta.com, 0121 782 8159, http//www.averta.com,398810
AVROM SHERR & CO,BRN,The RetreatNW4 1TH,020 7862 5859,operations@sra.org.uk,,,66255
AWDRY BAILEY & DOUGLAS,HO,33 St. Johns StreetSN10 1BW,01380 722311,abd@awdrys.co.uk, 01380 721113, http//www.awdrys.co.uk,63119
AWDRY BAILEY & DOUGLAS,BRN,Westhill HouseSN11 0BU,01249 815110,abd@awdrys.co.uk, 01249 817467, http//www.awdrys.co.uk,63120
AWDRY BAILEY & DOUGLAS,BRN,57 High StreetSN4 7AQ,01793 853200,abd@awdrys.co.uk, 01793 853710, http//www.awdrys.co.uk,270911
AWDRY BAILEY & DOUGLAS,BRN,7 WOODSTOCK COURTSN8 4AN,01672 518620,operations@sra.org.uk, 01672 515238, http//www.awdrys.co.uk,450289
AXIOM STONE,HO,Bayley HouseCV1 5RJ,024 76 433 436,info@axiomstone.com, 024 76 433 435, http//www.axiomstone.com,467976
AXIOM STONE LONDON LIMITED,HO,DVS HouseHA8 7EB,0208 951 6989,pm@axiomstone.co.uk, 0208 951 0999, http//www.axiomstone.co.uk,489283
AYMAN SOLICITORS,HO,36 Chelsfield GroveM21 7SU,0161 862 9168,info@aymansolicitors.co.uk, 0161 862 9168, http//www.aymansolicitors.co.uk,465894
AZAM KHAN & CO SOLICITORS,HO,61 Leigham Court RoadSW16 2NJ,0208 769 3320,operations@sra.org.uk, 0208 677 9754,,428623
AZRIGHTS SOLICITORS,HO,81 Essex RoadN1 2SF,020 7700 1414,shireen@ip-brands.com, 0870 622 0367, http//www.ip-brands.com,399685
B & G SOLICITORS,HO,Shakespeare HouseN3 1HH,020 8349 4581,cb@colinbishopsolicitors.com, 020 8346 9262,,47167
B D LADDIE,HO,16-18 Denbigh StreetSW1V 2ER,020 7963 8585,post@bdladdie.co.uk, 020 7963 8586, http//www.bdladdie.co.uk,53526
B G LEGAL SERVICES LIMITED,HO,2 Maritime HouseGU9 7HW,01252 717171,jjb@burkillgovier.com, 01252 717188, http//www.burkillgovier.com,444034
B G LEGAL SERVICES LIMITED,BRN,Oldebourne HouseWC2A 1JE,020 7404 7805,jjb@burkillgovier.com, 020 7404 1191, http//www.burkillgovier.com,444036
B J L SOLICITORS LIMITED,HO,The Old BankCH43 2HY,0151 652 1296,solutions@beechjones.com, 0151 652 2207, http//www.beechjones.com,418056
B J MACFARLANE & CO,HO,4 Lombard StreetEC3V 9HD,0207 190 2988,b.macfarlane@bjm-co.com, 0207 190 2989, http//www.bjm-co.com,422941
B LEGAL LIMITED,HO,One  Globeside Business ParkSL7 1HZ,01628 496687,nchard@b-legal.co.uk, 01628 496796, http//www.b-legal.co.uk,423055
B P COLLINS,HO,Collins HouseSL9 8EL,01753 889995,enquiries@bpcollins.co.uk, 01753 889851, http//www.bpcollins.co.uk,45348
B P COLLINS TRUST CORPORATION LIMITED,HO,Collins HouseSL9 8EL,01753 889995,karl.wingfield@bpcollins.co.uk, 01753 889851,,486820
BA SOLICITORS,HO,436 Stratford RoadB11 4AD,0121 773 4200,operations@sra.org.uk, 0121 773 7744,,518980
BACKHOUSE JONES LIMITED,HO,The PrintworksBB7 9WD,01254 828300,enquiries@backhouses.co.uk, 01254 828301, http//www.backhousejones.co.uk,408098
BAEHRS SOLICITORS,HO,Abchurch ChambersBH1 2LN,01202 292075,litigation@baehrs.co.uk, 01202 295454, http//www.baehrs.co.uk,210944
BAFTAS SOLICITORS,HO,297 New Cross RoadSE14 6AS,0208 469 3200,operations@sra.org.uk, 0208 469 8167,,521875
BAILEY & BAILEY,HO,82 Borough RoadTS1 2JH,01642 240991,enquiries@baileyandbailey.co.uk, 01642 240994, http//www.baileyandbailey.co.uk,46427
BAILEY & COGGER,HO,139 High StreetTN9 1DG,01732 353305,operations@sra.org.uk, 01732 359678,,46429
BAILEY & HAIGH,HO,Abbey ChambersYO8 4PU,01757 705191,operations@sra.org.uk, 01757 210005, http//www.bh-law.co.uk,46430
BAILEY & HAIGH,BRN,58 Pasture RoadDN14 6HD,01405 780200,operations@sra.org.uk, 01405 780201, http//www.bh-law.co.uk,305814
BAILEY SMAILES,HO,6 New North ParadeHD1 5JP,01484 435543,phil.pearson@baileysmailes.co.uk, 01484 456190, http//www.baileysmailes.co.uk,326979
BAILEY WAIN & CURZON,HO,Springfield HouseST4 3AF,01782 847934,bwc@bwc-solicitors.co.uk, 01782 413272, http//www.bwc-solicitors.co.uk,46437
BAILHACHE SHAW MARSDEN,HO,2 Church SquareTA1 1SA,01823 351122,info@bailhachesolicitors.com, 01823 335701, http//www.bailhachesolicitors.com,495604
BAILY GIBSON,HO,5 Station ParadeHP9 2PG,01494 672661,beaconsfield@bailygibson.co.uk, 01494 678493, http//www.bailygibson.co.uk,46443
BAILY GIBSON,BRN,30 High StreetHP11 2AG,01494 442661,highwycombe@bailygibson.co.uk, 01494 525313, http//www.bailygibson.co.uk,46445
BAINS AND CO,BRN,10 Station RoadWD17 1EG,01923 288488,mail@bainsandco.com, 01923 249933, http//www.bainsandco.com,487049
BAKER & DUKE,BRN,20 Silver StreetTA19 0DN,,operations@sra.org.uk,,,520094
BAKER & MCKENZIE LLP,HO,100 New Bridge StreetEC4V 6JA,020 7919 1000,operations@sra.org.uk, 020 7919 1999, http//www.bakernet.com,421456
BAKER BOTTS (UK) LLP,HO,41 LothburyEC2R 7HF,0207 726 3636,operations@sra.org.uk, 0207 726 3637, http//www.bakerbotts.com,472037
BAKER MACDONALD,HO,3 The SquareTN13 2AA,01732 457978,baker.macdonald@btconnect.com, 01732 453495, http//www.bakermacdonald.co.uk,79285
BAKEWELLS,HO,64 Friar GateDE1 1DJ,01332 348791,help@bakewells.co.uk, 01332 739063, http//www.bakewells.co.uk,207983
BALFOUR LAW LIMITED,HO,Balfour HousePE4 6BP,01733 324444,naina@balfourlaw.co.uk, 01733 329 999, http//www.balfourlaw.co.uk,468443
BALLANTYNE GRANT LLP,HO,6 Mollington GrangeCH1 6NP,01244 294 230,agrant@ballantynegrantllp.com, 01244 851 908, http//www.ballantynegrantllp.com,445095
BALSARA & CO. LTD,HO,Fourth FloorEC1N 2HA,0207 797 6300,apatel@balsara.co.uk, 0207 797 6301, http//www.balsara.co.uk,486405
BAMBRIDGES SOLICITORS LIMITED,HO,27 Wide BargatePE21 6SW,01205 310 510,advice@bambridges.com, 01205 310 008,,522083
BAND HATTON LLP,HO,1 Copthall HouseCV1 2FY,02476 632121,operations@sra.org.uk, 02476 229038, http//www.bandhatton.co.uk,498411
BANKS KELLY,HO,60 CheapsideEC2V 6JS,020 7248 4231,niallkelly@bankskelly.co.uk, 020 7651 0270, http//www.bankskelly.co.uk,46514
BANKSIDE COMMERCIAL LIMITED,HO,Thames HouseSE1 0AS,0207 654 0200,ingrid@banksidelaw.net, 0207 654 0221, http//www.banksidecommercial.com,389506
BANKSIDE LAW LIMITED,HO,Thames HouseSE1 0AS,020 7654 0225,john.williams@banksidelaw.com, 020 7928 3155, http//www.banksidelaw.com,345348
BANKSIDE PROPERTY LIMITED,HO,Thames HouseSE1 0AS,020 7654 7500,bill@wakefields.net, 020 7928 3185, http//www.banksidelaw.net,352686
BANNER JONES LIMITED,HO,24 GlumangateS40 1UA,01246 560 560,jeh@bannerjones.co.uk, 01246 220 390, http//www.bannerjones.co.uk,493083
BANNER JONES LIMITED,BRN,3rd FloorS1 2GY,01142 755 266,operations@sra.org.uk, 01142 759 786, http//www.bannerjones.co.uk,493132
BANNER JONES LIMITED,BRN,Marsden ChambersS40 1JY,01246 209 773,operations@sra.org.uk, 01246 231 188, http//www.bannerjones.co.uk,493134
BANNER JONES LIMITED,BRN,1 Sheffield RoadS18 2DH,01246 414 438,operations@sra.org.uk, 01246 414 430,,493159
BANNER JONES LIMITED,BRN,4 Cotton StreetS44 6HA,01246 827 516,operations@sra.org.uk, 01246 562 080, http//www.bannerjones.co.uk,493160
BANNER JONES LIMITED,BRN,95 High StreetS45 9DZ,01246 861 250,operations@sra.org.uk, 01246 861 232, http//www.bannerjones.co.uk,493161
BARBER TITLEYS,HO,6 North Park RoadHG1 5PA,01423 502211,operations@sra.org.uk, 01423 566288, http//www.barbertitleys.co.uk,266403
BARGATE MURRAY,HO,5th FloorEC2A 3NF,+44 (0) 20 7375 1393,info@bargatemurray.com, +44 (0) 20 7392 9529, http//www.bargatemurray.com,402555
BARINGS SOLICITORS,HO,Dale HouseM1 2HF,0161 200 9960,info@baringslaw.com, 0161 425 8122, http//www.baringslaw.com,469246
BARK & CO,HO,14 New Bridge StreetEC4V 6AG,020 7353 1990,office@barkco.com, 0207 3531880, http//www.barkco.com,260885
BARKER AUSTIN,HO,28 Hanbury StreetE1 6QR,020 7377 1933,operations@sra.org.uk, 020 7247 0262, http//www.barkeraustin.com,62537
BARKER BOOTH & EASTWOOD,HO,346 Lytham RoadFY4 1DW,01253 362500,info@barker-booth.co.uk, 01253 341032, http//www.barkerbooth.co.uk,46568
BARKER BOOTH & EASTWOOD,BRN,9 Starkie StreetPR1 3LU,01772 562 222,info@barker.booth.co.uk, 01253 341 032,,522991
BARKER GILLETTE LLP,HO,11-12 Wigmore PlaceW1U 2LU,0207 636 0555,operations@sra.org.uk, 0207 323 3950, http//barkergillette.com,422305
