Name,Office,Address,Telephone,,,,,
JILL HAWKINS LIMITED,HO,C/O Cartwright KingNG1 2LH,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486876
JOHN BLACK SOLICITORS,HO,64 Cross StreetM33 7AN,0161 972 5999,,joanne@jbs-law.co.uk, 0161 972 2900,: http://www.jbs-law.co.uk,384882
JOHN DONKIN SOLICITORS LIMITED,HO,Unit 9  Concept 2000NE10 9LQ,1914771781,,gl@johndonkinlaw.co.uk, 0191 490 1161,: http://www.johndonkinlaw.co.uk,510864
JOHN DONKIN SOLICITORS LIMITED,BRN,Unit 53  The GalleriesNE38 7SD,0191 416 2182,,gl@millsdonkin.co.uk, 0191 419 3059,,512464
JOHN KENT SOLICITORS,HO,26-27 Huntingdon HouseNG1 3LY,0115 9934286,,john@johnkentslc.co.uk, 0115 9934241,,421701
JOHN MORLEY & COMPANY,BRN,35 High StreetME8 7HX,01634 375444,,modway@morlaw.co.uk, 01634 360006,: http://www.morlaw.com,485097
JOHN POYSER SOLICITORS,HO,5a High LaneM21 9DJ,0161 860 7354,,mail@johnpoyser.co.uk, 0161-862 9580,,426416
JOHN POYSER SOLICITORS,BRN,77 Church StreetOL15 8AB,01706 375698,,operations@sra.org.uk, 01706 376337,,497717
JOHN SCRUTON LIMITED,HO,Norwich Union HouseNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,521376
JOHNS & SAGGAR,HO,233a Kentish Town RoadNW5 2JT,020 7267 6744,,info@johnsandsaggar.co.uk, 020 7284 2355,: http://www.johnsandsaggar.co.uk.,74820
JOHNSON YATES LIMITED,HO,4th FloorM3 3EE,0161 835 9977,,enquiries@johnsonyates.co.uk, 0161 835 3842,: http://www.johnsonyates.co.uk,426646
JONAS ROY BLOOM,HO,The CitadelB4 6QD,0121 212 4111,,info@jonasroybloom.co.uk, 0121 212 1770,: http://www.jonasroybloom.co.uk,331938
JONATHAN P COOPER,HO,Perren Bldgs  Imperial WorksNW5 3ED,07956 551898,,operations@sra.org.uk,,,72660
JONES DAY,HO,21 Tudor StreetEC4Y 0DJ,020 7039 5959,,operations@sra.org.uk, 020 7039 5999,: http://www.jonesday.com,223597
JONES KNOWLES WARBURTON LIMITED,HO,48 Middle HillgateSK1 3DL,0161 474 1992,,jkw@jkwsolicitors.co.uk, 0161 477 9038,,402075
JORDANS SOLICITORS LLP,HO,4 Priory PlaceDN1 1BP,01302 365374,,info@jordansllp.com, 01302 327521,: http://www.jordansllp.co.uk,424151
JORDANS SOLICITORS LLP,BRN,109 Wales RoadS26 6RD,01909 773 627,,operations@sra.org.uk, 01909 773 736,: http://www.jordansllp.com,424153
JOSEPH HILL & CO,HO,Bank ChambersN15 4AJ,0208 880 3535,,josephhillsols@yahoo.co.uk, 020 8801 8404,,63616
JUDGE & PARTNERS,HO,78 Gartside StreetM3 3EL,0161 819 5300,,crime@judgeandpartners.co.uk, 0161 819 5300,: http://www.judgeandpartners.co.uk,423890
JULIAN JAMES,HO,101 Bartholomew RoadNW5 2AR,020 7448 5200,,operations@sra.org.uk, 020 7448 5141,,280351
JULIUS CEASAR SOLICITORS,HO,174 Old Kent RoadSE1 5TY,0207 708 8888,,enquiries@juliusceasarsolicitors.co.uk, 0207 708 8881,: http://www.juliusceasarsolicitors.co.uk,401450
JVA LAW,HO,57 (8)W11 3RS,02032 200070,,admin@jvalaw.co.uk, 020 3031 1194,: http://www.jvalaw.co.uk,490736
K J COMMONS & CO,BRN,54 Warwick RoadCA1 1DR,01228 822666,,law@kjcommons.co.uk, 01228 822667,: http://www.kjcommons.co.uk,351243
KAIM TODNER LLP,HO,11 Bolt CourtEC4A 3DQ,020 7353 6660,,solicitors@kaimtodner.com, 020 7353 6661,: http://www.kaimtodner.com,440644
KAIM TODNER LLP,BRN,5 The IvoriesN1 2HY,020 7700 0070,,solicitors@kaimtodner.com, 020 7619 9222,: http://www.kaimtodner.com,440650
KAIM TODNER LLP,BRN,Herbert Morrison HouseSE17 1RW,020 7701 4747,,solicitors@kaimtodner.com, 020 7703 8698,: http://www.kaimtodner.com,440651
KAIM TODNER LLP,BRN,46 High StreetTN24 8TE,01233 662002,,solicitors@kaimtodner.com, 01233 662003,: http://www.kaimtodner.com,440658
KAISER SOLICITORS,HO,PO Box 408LS17 1EU,0113 266 4580,,nk@kaisersolicitors.co.uk, 0113 322 6533,: http://www.kaisersolicitors.co.uk,533307
KALBER STRUCKLEY & CO,HO,2 New Burlington StreetW1S 2JE,020 7734 1102,,office@kalber-struckley.co.uk, 020 7434 2497,,60176
KAMRANS SOLICITORS,HO,Waverley HouseLS3 1AQ,0113 245 5000,,mail@kamransolicitors.co.uk, 0113 245 1741,,303712
KANGS SOLICITORS,HO,2a Wake Green RoadB13 9EZ,0121 449 9888,,enquiries@kangssolicitors.co.uk, 0121 449 8849,: http://www.kangssolicitors.co.uk,174429
KANGS SOLICITORS,BRN,9 Carmelite StreetEC4Y 0DR,020 7936 6396,,enquiries@kangssolicitors.co.uk,,,524743
KAUFMANS,HO,785 Rochdale RoadM9 5XD,0161 205 3955,,stuartkaufman@kaufmanlegal.co.uk, 0161 203 5559,,522913
KEANEY WHITEHEAD PARTNERSHIP LLP,HO,20-22 Mathew StreetL2 6RE,0151 255 1790,,crime@kwpsolicitors.com, 0151 236 4121,: http://www.kwpsolicitors.com,490294
KEEBLE HAWSON,HO,Old Cathedral VicarageS1 1XA,0114 272 2061,,email@keeblehawson.co.uk, 0114 270 0813,: http://www.keeblehawson.co.uk,281857
KEEBLE HAWSON,BRN,Protection HouseLS1 2BR,0113 244 3121,,email@keeblehawson.co.uk, 0113 243 1100,: http://www.keeblehawson.co.uk,281860
KEEBLE HAWSON,BRN,5-7 Regent TerraceDN1 2EE,1302366831,,email@keeblehawson.co.uk,1302329718,: http://www.keblehawson.co.uk,465686
KEITH DYSON SOLICITORS LIMITED,HO,39 Liverpool RoadM3 4NQ,0161 832 9933,,keithdyson@hotmail.com, 0161 839 1099,,427397
KELCEY & HALL,HO,Fosters ChambersBS1 1DE,0117 927 9604,,enquiries@kelceyandhall.co.uk, 0117 925 0609,: http://www.kelceyandhall.co.uk,53989
KELLOCKS,HO,8 Cross StreetPR1 3LT,01772 828382,,solicitors@kellocksonline.co.uk, 01772 563500,: http://www.kellocksonline.co.uk,77907
KELLYS,HO,9 St. Georges PlaceBN1 4GB,01273 674898,,admin@kellys-solicitors.co.uk, 01273 684008,,77919
KELLYS SOLICITORS LTD,HO,Gardener's CottageTN32 5EY,01424 838151,,suelenier@yahoo.com,,,470870
KEMPS,HO,19-25 Union StreetOL1 1HA,0161 633 0555,,lawyers@kemps-solicitors.com, 0161 633 9905,: http://www.kemps-solicitors.com,265921
KEMPS,BRN,40a Market PlaceSK14 2QU,0161 366 8181,,operations@sra.org.uk, 0161 368 7264,: http://www.kemps-solicitors.com,370934
KENNEDYS,HO,25 Fenchurch AvenueEC3M 5AD,020 7667 9667,,accounts@kennedys-law.com, 020 7667 9777,: http://www.kennedys-law.com,54059
KENNEDYS,BRN,First Floor  Greenwood HouseCM2 0PP,0845 838 4800,,r.west@kennedys-law.com, 0845 838 4801,: http://www.kennedys-law.com,54062
KENNEDYS,BRN,2nd Floor RearCB2 1NL,020 7638 3688,,operations@sra.org.uk, 01223 533 076,: http://www.kennedys-law.com,344809
KENNEDYS,BRN,Blackbrook Park AvenueTA1 2PX,01823 692600,,operations@sra.org.uk, 01823 692601,: http://www.kennedys-law.com,490854
KENNEDYS,BRN,Victoria CourtME14 5FA,01622 625625,,operations@sra.org.uk, 01622 625600,: http://www.kennedys-law.com,494755
KENNEDYS,BRN,35 Newhall StreetB3 3PU,0121 214 8000,,operations@sra.org.uk, 0121 214 8001,,494756
KENNEDYS INCORPORATING KERSHAW ABBOTT,BRN,44 Peter StreetM2 5GP,0161 829 2599,,operations@sra.org.uk, 0161 819 2622,: http://www..kennedys-law.com,471875
KEOGHS LLP,HO,2 The ParklandsBL6 4SE,01204 677000,,info@keoghs.co.uk, 01204 677111,: http://www.keoghs.co.uk,448579
KEOGHS LLP,BRN,Compton CourtCV3 2SU,024 7665 8200,,operations@sra.org.uk, 024 7665 8268,: http://www.keoghs.co.uk,448580
KEOGHS LLP,BRN,Reebok StadiumBL6 6JW,01204 677 000,,operations@sra.org.uk, 01204 677 111,: http://www.keoghs.co.uk,516939
KEPPE & PARTNERS,HO,33 Candler MewsTW1 3JF,020 8891 4488,,info@keppe.co.uk, 020 8892 8171,: http://www.keppe.com,67072
KEY2 LAW LLP,HO,18-19 Jockey's FieldsWC1R 4BW,020 7404 2121,,info@key2law.co.uk, 020 7404 2323,: http://www.key2law.co.uk,401610
KEY2 LAW LLP,BRN,61 High StreetKT17 1RX,0208 393 0941,,info@key2law.co.uk, 020 8393 2281,: http://www.key2law.co.uk,491468
KEYSTONE LAW LIMITED,HO,Matrix StudiosSW6 3BU,020 7152 6550,,enquiries@keystonelaw.co.uk, 0845 4589398,: http://www.keystonelaw.co.uk,400999
KHAN SOLICITORS LIMITED,HO,24 Sunbridge RoadBD1 2AA,01274 301999,,anjum@khansolicitors.com, 01274 301998,: http://www.khansolicitors.com,492028
KHER SOLICITORS,HO,Vicarage ChambersLS1 2LH,,,operations@sra.org.uk,,: http://www.khersolicitors.co.uk,533593
KHER SOLICITORS,BRN,129 DeansgateM3 3WR,,,operations@sra.org.uk,,,533595
KINGSLEY NAPLEY LLP,HO,Knights QuarterEC1M 4AJ,0207 814 1200,,info@kingsleynapley.co.uk, 0207 490 2288,: http://www.kingsleynapley.co.uk,500046
KIRKLAND & ELLIS INTERNATIONAL LLP,HO,30 St. Mary AxeEC3A 8AF,020 7469 2000,,operations@sra.org.uk, 020 7469 2001,: http://www.kirkland.com,349107
KIRWANS,HO,363 Woodchurch RoadCH42 8PE,0151 608 9078,,dsk@kirwanssolicitors.co.uk, 0151 609 0030,: http://www.kirwanssolicitors.co.uk,71723
KIRWANS,BRN,236-238 Hoylake RoadCH46 6AD,0151 677 3433,,dsk@kirwanssolicitors.co.uk, 0151 641 8509,: http://www.kirwanssolicitors.co.uk,387278
KIRWANS,BRN,6th FloorL2 3SX,0151 229 5600,,info@kirwanssolicitors.co.uk, 0151 229 5601,: http://www.kirwanssolicitors.co.uk,443232
KK SOLICITORS,HO,The ClubhouseN12 0PG,0208 446 3240,,info@kksolicitors.com, 0208 446 3240,: http://www.kksolicitors.com,498271
KNIGHTS,HO,Regency HouseTN1 1UT,01892 537311,,knights@knights-solicitors.co.uk, 01892 526141,: http://www.knights-solicitors.co.uk,78180
KRISTINA HARRISON SOLICITORS,HO,2 City PointM3 6BF,0161 832 7766,,mail@kristinaharrisonsolicitors.co.uk, 0161 819 1471,: http://www.kristrinaharrisonsolicitors.co.uk,61673
KRISTINA HARRISON SOLICITORS,BRN,3 Wood StreetM24 4DH,0161 653 2514,,mail@kristinaharrisonsolicitors.co.uk, 0161 653 3464,,288919
KRISTINA HARRISON SOLICITORS,BRN,103 Sale RoadM23 0BQ,0161 946 9230,,operations@sra.org.uk, 0161 945 4514,,333183
L BLEAKLEY LIMITED,HO,c/o Cartwright King SolicitorsNG1 2LH,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,489587
L G SOLICITORS,HO,39-41 Church StreetSY11 2SZ,01691 652241,,operations@sra.org.uk, 01691 670074,: http://www.lgsolicitors.co.uk,47959
LAHIFF & COMPANY,HO,Thames HouseSE18 6NY,020 8855 5656,,paullahifflondon@aol.com, 020 8317 3294,,71832
LAKE LEGAL LLP,HO,Fountain HouseLS1 5QX,0845 1900001,,operations@sra.org.uk, 0845 1900002,: http://www.lakelegal.co.uk,515217
LAMB BROOKS,HO,Victoria HouseRG21 7EQ,01256 844888,,operations@sra.org.uk, 01256 330933,: http://www.lambbrooks.com,73569
LANGLEYS,HO,Olympic HouseLN6 3SE,01522 888 555,,operations@sra.org.uk, 01522 888 556,: http://www.langleys.co.uk,53608
LANGLEYS,BRN,Queens HouseYO1 6WG,01904 610886,,operations@sra.org.uk, 01904 611086,: http://www.langleys.co.uk,53611
LANGLEYS,BRN,Great North RoadNG24 1BY,01636 706508,,operations@sra.org.uk, 01522 888556,,302327
LANSBURY WORTHINGTON SOLICITORS,HO,5 King Street CloistersW6 0GY,020 8563 9797,,info@lansbury-worthington.co.uk, 020 8563 9798,: http://www.lansbury-worthington.co.uk,210144
LANYON BOWDLER,HO,49 Church StreetTF1 1DA,01952 244721,,info@lblaw.co.uk, 01952 222418,: http://www.lblaw.co.uk,68887
LANYON BOWDLER,BRN,Chapter House NorthSY2 5DE,01743 280280,,info@lblaw.co.uk, 01743 282340,: http://www.lblaw.co.uk,68888
LANYON BOWDLER,BRN,Brodie HouseTF3 4DR,01952 291222,,info@lblaw.co.uk, 01952 292585,: http://www.lblaw.co.uk,68891
LANYON BOWDLER INCORPORATING MORGANS,BRN,12 The Business QuarterSY8 1FD,01584 872333,,info@lblaw.co.uk, 01584 876459,: http://www.lblaw.co.uk,466878
LAURENCE LEE & CO,HO,529 West Derby RoadL13 8AA,0151 259 2824,,info@laurenceleeandcosolicitors.co.uk, 0151 259 5172,: http://www.laurenceleesolicitors.co.uk,44725
LAW PARTNERS SOLICITORS LIMITED,HO,2nd FloorEC1M 4DN,0870 600 9444,,info@lawpartners-solicitors.com, 0870 600 9555,: http://www.lawpartners-solicitors.com,351653
LAWGRAM SECRETARIES LIMITED,HO,4 More London RiversideSE1 2AU,020 7379 0000,,info@lg-legal.com, 020 7379 6854,: http://www.lg-legal.com,79753
LAWGRAM TRUSTEE AND NOMINEE COMPANY,HO,4 More London RiversideSE1 2AU,020 7379 0000,,info@lg-legal.com, 020 7379 6854,: http://www.lg-legal.com,79763
LAWRENCE & CO CDS LLP,HO,404 Harrow RoadW9 2HU,0207 266 4333,,info@lawsol.co.uk, 0207 266 3266,: http://www.lawsol.co.uk,466581
LAWRENCE GRAHAM LLP,HO,4 More London RiversideSE1 2AU,020 7379 0000,,info@lg-legal.com, 020 7379 6854,: http://www.lg-legal.com,403621
LAWRENCE GRAHAM TRUST CORPORATION,HO,4 More London RiversideSE1 2AU,020 7379 0000,,info@lg-legal.com, 020 7379 6854,: http://www.lg-legal.com,79755
LAWRENCE STEPHENS,HO,Morley HouseEC1A 2AT,0207 935 1211,,sbernstein@lawstep.co.uk, 0207 935 1213,: http://www.lawrencestephens.com,222844
LAWRENCES,HO,32a Sheep StreetNN8 1BS,01933 442324,,info@lawrenceslaw.com, 01933 442178,,221743
LAWTONS SOLICITORS LIMITED,HO,Station HouseLU2 0HS,01582 410111,,enquiries@lawtonslaw.co.uk, 01582 484947,: http://www.lawtonslaw.co.uk,466695
LAWTONS SOLICITORS LIMITED,BRN,10A Lime StreetMK40 1LD,01234 356235,,enquiries@lawtonslaw.co.uk, 01234 218809,: http://www.lawtonslaw.co.uk,471766
LB & CO SOLICITORS,HO,91 Whitechapel High StreetE1 7RA,020 7655 4941,,lbcosolicitors@yahoo.co.uk, 020 7655 4942,,387883
LEECH & CO SOLICITORS LTD,HO,Heron HouseM2 5HD,0161 279 0279,,emma.leech@leech.co.uk, 0161 279 1300,: http://www.leech.co.uk,524329
LEELANES SOLICITORS LLP,HO,6TH FLOOREC3V 3NF,020-7405 0438,,operations@sra.org.uk, 020-7220 9411,: http://www.leelanes.com,425647
LEGAL RISK LLP,HO,28 Bixteth StreetL3 9UH,0845 330 6791,,info@legalrisk.co.uk, 0845 330 6792,: http://www.legalrisk.co.uk,494979
LEGAL RISK LLP,BRN,Prama HouseOX2 7HT,0845 330 6791,,info@legalrisk.co.uk, 0845 330 6792,: http://www.legalrisk.co.uk,495894
LEONARD & CO,HO,First Floor  Oakwood CourtSO17 1XS,023 8023 4433,,office@leonardlawyers.co.uk, 023 8022 0460,,371670
LEONARD & CO,BRN,126 Shirley RoadSO15 3FD,02380 233242,,operations@sra.org.uk, 02380 233450,,389218
LESLIE FRANKS SOLICITORS,HO,Linton HouseNW5 1RS,0207 428 7787,,nicholas.rosenfeld@lesliefranks.com, 0207 428 7797,,385301
LESTER ALDRIDGE LLP,HO,Russell HouseBH8 8EX,01202 786161,,info@LA-law.com, 01202 786110,: http://www.lesteraldridge.com,463177
LESTER ALDRIDGE LLP,BRN,Kildare HouseEC4Y 8EN,0870 224 0405,,info@LA-law.com, 020 7400 9890,: http://www.lesteraldridge.com,463178
LESTER ALDRIDGE LLP,BRN,Alleyn HouseSO15 2EU,023 8082 7400,,info@LA-law.com, 023 8082 7410,: http://www.lesteraldridge.com,463179
LESTER ALDRIDGE LLP,BRN,Fast Track HouseBH23 6EW,01202 597700,,info@LA-law.com, 01202 597747,: http://www.lesteraldridge.com,463181
LESTER ALDRIDGE TRUST COMPANY,HO,Russell HouseBH8 8EX,01202 786161,,info@la-law.com, 01202 786110,: http://www.lesteraldridge.com,272414
LESTER MORRILL,HO,27 Park Square WestLS1 2PL,0113 245 8549,,info@lmlaw.co.uk, 0113 242 1965,: http://www.lmlaw.co.uk,55597
LEVALES SOLICITORS LLP,HO,Barfield HouseGU12 5BD,,,rob_chandler@hotmail.co.uk,,,524565
LEVENES,HO,Ashley HouseN22 8HF,020 8881 7777,,info@levenes.co.uk, 020 8889 6395,: http://www.levenes.co.uk,70449
LEVYS SOLICITORS,HO,Manchester HouseM1 6NG,0161 233 6600,,law@levys.co.uk, 0161 236 5566,: http://www.levys.co.uk,77988
LEWIS HYMANSON SMALL SOLICITORS LLP,HO,South CentralM2 5QR,0161 827 1800,,law@lhs-solicitors.com, 0161 839 8570,: http://www.lhs-solicitors.com,459781
LEWIS NEDAS & CO,HO,24 Camden High StreetNW1 0JH,020 7387 2032,,crime@lewisnedus.co.uk, 020 7388 6575,,53185
LEWIS NEDAS & CO,BRN,123 Aldersgate StreetEC1A 4JQ,0207 689 7158,,operations@sra.org.uk, 0207 689 7156,,348563
LEX LAW,HO,4 Middle Temple LaneEC4Y 9AA,0207 1830 529,,maa@lexlaw.co.uk, 0207 1830 539,: http://www.lexlaw.co.uk,519615
LGML TRUSTEE AND NOMINEE COMPANY,HO,4 More London RiversideSE1 2AU,020 7379 0000,,info@lg-legal.com, 020 7379 6854,: http://www.lg-legal.com,79761
LHP LAW LIMITED LIABILITY PARTNERSHIP,HO,37 Gay StreetBA1 2NT,01225 315 055,,bath@lhp-law.co.uk, 01225 445 014,: http://www.lhp-law.co.uk,349074
LHP LAW LIMITED LIABILITY PARTNERSHIP,BRN,4 Filwood BroadwayBS4 1JN,0117 923 1185,,operations@sra.org.uk, 0117 923 1858,: http://www.lhp-law.co.uk,349087
LHP LAW LIMITED LIABILITY PARTNERSHIP,BRN,Beech HouseB98 8BP,01527 585111,,redditch@lhp-law.co.uk, 01527 62571,: http://www.lhp-law.co.uk,349089
LINKLATERS LLP,HO,One Silk StreetEC2Y 8HQ,020 7456 2000,,operations@sra.org.uk, 020 7456 2222,: http://www.linklaters.com,460682
LINSKILLS SOLICITORS,HO,6-8 Castle StreetL2 0NB,0151 236 2224,,operations@sra.org.uk, 0151 243 0157,: http://www.linskills.co.uk,53249
LLOYD BRENNAND & CO,HO,202 High StreetTW8 8AH,020 8569 9020,,jbrennand@lloydbrennand.co.uk, 020 8569 9511,,69904
LLOYD REHMAN & CO,HO,32 Farringdon StreetEC4A 4HJ,0207 778 7550,,nigel@lloydco.plus.com, 0207 778 7558,: http://www.lloydrehman.co.uk,77296
LLOYDS PR,HO,73 Clarendon RoadWD17 1DS,01923 20 1717,,lloydspr@aol.com, 01923 20 1717,,439529
LLOYDS PR,BRN,183 High StreetNW10 4TE,0208 963 1050,,operations@sra.org.uk, 0208 963 1975,,490907
LODDERS SOLICITORS LLP,HO,10 Elm CourtCV37 6PA,01789 293259,,lawyers@lodders.co.uk, 01789 268093,: http://www.lodders.co.uk,465376
LORRELLS GEORGIOU NICHOLAS LLP,HO,25 Ely PlaceEC1N 6TD,020 7681 8888,,operations@sra.org.uk, 020 7539 4599,: http://www.lorrells.com,490558
LOUIS SSEKKONO SOLICITORS,HO,2nd FloorWC2A 1QU,0845 413 1920,,yasmin.louis@lssolicitors.com, 0845 413 1921,,407409
LOVELLS LLP,HO,Atlantic HouseEC1A 2FG,020 7296 2000,,operations@sra.org.uk, 020 7296 2001,: http://www.lovells.com,449616
LUCAS & WYLLYS,HO,5 South QuayNR30 2QJ,01493 855555,,admin@lucasandwyllys.co.uk, 01493 330055,,53456
LUCAS & WYLLYS,BRN,61-62 Bells RoadNR31 6AQ,01493 663124,,gorleston@lucasandwyllys.co.uk, 01493 655488,,53457
LUCAS & WYLLYS,BRN,40 Alexandra RoadNR32 1PJ,01502 500123,,lowestoft@lucasandwyllys.co.uk, 01502 513009,,53458
LUCAS & WYLLYS,BRN,11 Queen StreetNR30 2QW,01493 855555,,admin@lucasandwyllys.co.uk, 01493 330055,,53459
LUCAS & WYLLYS,BRN,6 South QuayNR30 2QJ,01493 855555,,legal@lucasandwyllys.co.uk, 01493 330055,,53460
LUPTON FAWCETT LLP,HO,Yorkshire HouseLS1 5BD,0113 280 2000,,law@luptonfawcett.com, 0113 280 2193,,438945
LUPTON FAWCETT LLP,BRN,35 Townhead StreetS1 2EB,0114 276 6607,,ian@luptonfawcett.com, 0114 276 6608,: http://www.luptonfawcett.com,519129
LYONS DAVIDSON,HO,Victoria HouseBS1 6AD,0117 904 6000,,info@lyonsdavidson.co.uk, 0117 904 6006,: http://www.lyonsdavidson.co.uk,53509
LYONS DAVIDSON,BRN,1 Endeavour HousePL6 8LR,01752 300530,,info@lyonsdavidson.co.uk, 01752 214100,: http://www.lyonsdavidson.co.uk,53511
LYONS DAVIDSON,BRN,Jago HouseB91 3DX,0121 683 8310,,info@lyonsdavidson.co.uk, 0121 683 8311,: http://www.lyonsdavidson.co.uk,265068
LYONS DAVIDSON,BRN,Park HouseKT3 4LP,020 8336 6900,,info@lyonsdavidson.co.uk, 020 8949 4383,: http://www.lyonsdavidson.co.uk,364391
LYONS DAVIDSON,BRN,St. Martins HouseLS1 2DZ,0113 368 6161,,info@lyonsdavidson.co.uk, 0113 368 6150,: http://www.lyonsdavidson.co.uk,408644
LYONS DAVIDSON,BRN,Bristol HouseBS1 6BY,0117 904 6000,,info@lyonsdavison.co.uk, 0117 904 6006,,419984
LYONS DAVIDSON,BRN,Prospect HouseCT5 3FD,01227 284 050,,info@lyonsdavidson.co.uk, 01227 284070,: http://www.lyonsdavidson.co.uk,443733
LYONS DAVIDSON,BRN,Canningford HouseBS1 6BY,,,operations@sra.org.uk,,,523989
M C BRYAN SOLICITORS,HO,101 London StreetRG1 4QA,01189 597212,,mcbryansolicitors@yahoo.co.uk, 01189 597712,: http://www.mcbryansolicitors.co.uk,445986
M G THURSTON LIMITED,HO,C/O Cartwright KingNG1 2Lj,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486664
M H SOLICITORS,HO,117 Lower Lichfield StreetWV13 1PU,01902 605 083,,info@mhsolicitors.com, 01902 605 113,: http://www.mhsolicitors.com,418373
M J TALBOT LIMITED,HO,C/O Cartwright KingNG1 2LH,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486893
M R SOLICITORS,HO,490 Larkshall RoadE4 9HH,020 8518 1956,,info@m-rsolicitors.co.uk, 020 8518 4896,: http://www.m-rsolicitors.co.uk,388163
M.Y. SOLICITORS,HO,11 Cambridge AvenuePE1 2JA,07542 362255,,m.ysolicitors@hotmail.co.uk,,,515418
MACFARLANES LLP,HO,20 Cursitor StreetEC4A 1LT,0207 831 9222,,operations@sra.org.uk, 0207 831 9607,: http://WWW.MACFARLANES.COM,486980
MACINTYRE CLARK LLP,HO,17a-19 Harcourt StreetW1H 4HF,,,operations@sra.org.uk,,,517894
MACKESYS,HO,207 New Cross RoadSE14 5UH,020 7639 0888,,geoff@mackesyscrime.co.uk, 020 7358 0007,: http://www.mackesyscrime.co.uk,58325
MACKESYS,BRN,7 & 9 Lewisham WaySE14 6PP,020 8244 0444,,DEBBIES@MACKESYSLW.CO.UK, 020 8244 0500,: http://www.mackesysfamilylaw.co.uk,58326
MACLAVERTY COOPER ATKINS,HO,25 Union StreetKT1 1RP,020 8549 9994,,cm@maclaverty.co.uk, 020 8549 1711,,210120
MAIDMENTS SOLICITORS LIMITED,HO,Joule HouseM5 4NW,0870 403 4000,,allan.maidment@maidments.co.uk, 0845 017 6633,: http://www.maidments.co.uk,389706
MAIDMENTS SOLICITORS LIMITED,BRN,Unit 5  Rowchester CourtB4 6DH,0870 403 4000,,operations@sra.org.uk, 0121 200 1990,: http://www.maidments.co.uk,389708
MAIDMENTS SOLICITORS LIMITED,BRN,5 Great Moor StreetBL1 1NZ,0870 403 4000,,jane.potter@maidments.co.uk, 01204 455 456,: http://www.maidments.co.uk,389710
MAIDMENTS SOLICITORS LIMITED,BRN,27 Cross StreetM33 7FT,0870 403 4000,,operations@sra.org.uk, 0161 969 8777,: http://www.maidments.co.uk,389711
MAKWANA  SOLICITORS,HO,Devonshire HouseHA7 1JS,020 8732 5458,,info@makwanas.co.uk, 0208 732 5459,: http://www.makwanas.co.uk,383105
MALCOLM DODDS,HO,18 Spinners YardCA3 8RE,01228 529444,,mdodds@malcolmdodds.co.uk, 01228 539465,,522177
MALLETTS SOLICITORS LIMITED,HO,17 Tuesday Market PlacePE30 1JN,01553 777744,,info@malletts.com, 01553 776553,: http://www.mallets.com,522381
MALLETTS SOLICITORS LIMITED,BRN,3 Field CourtWC1R 5EF,0207 061 3760,,info@mallett.com, 0207 430 9760,: http://www.malletts.com,524682
MALLETTS SOLICITORS LIMITED,BRN,1 Gardiner CourtMK13 0LR,01908 226 138,,info@malletts.com, 01908 320 934,: http://www.malletts.com,524691
MANCHES LLP,HO,Aldwych HouseWC2B 4RP,020 7404 4433,,manches@manches.com, 020 7430 1133,: http://www.manches.com,399126
MANDER CRUICKSHANK SOLICITORS LLP,HO,Berrisford RowLE67 3PH,01530 510666,,m.hodges@mandersol.co.uk, 01530 811543,: http://www.mandercruickshank.co.uk,462092
MANN & CO,HO,90 Edgbaston RoadB66 4LB,0121 555 7000,,mann.co@btconnect.com, 0121 555 7080,,76764
MANN & CO,BRN,Unit 38 Owen HouseDY4 8QL,0121 555 7000,,operations@sra.org.uk, 0121 555 7080,,497175
MARCUS BAUM SOLICITORS LTD,HO,County ChambersSS1 1BB,01702 339222,,operations@sra.org.uk, 01702 331563,,446780
MARCUS BAUM SOLICITORS LTD,BRN,Madison HouseSS1 1HQ,01702 346677,,enquiries@marcusbaum.co.uk, 01702 354246,: http://www.marcusbaum.co.uk,446790
MARGARET PAYNE,HO,49 Spencer StreetCA1 1BB,01228 521 383,,info@margaretpayne.co.uk, 01228 818 169,,270870
MARK & CO,HO,133 Hammersmith RoadW14 0QL,020 7603 3710,,mmark@markandco.co.uk, 0207 602 6955,,52765
MARK ANDREWS & CO,HO,54 RidingleazeBS11 0QD,0117 983 8880,,operations@sra.org.uk, 0117 983 8882,,176418
MARK HOPWELL LIMITED,HO,Norwich Union HouseNG1 2LJ,0115 958 7444,,admin@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,520542
MARK JONES AND PARTNERS,HO,19 Castle StreetL2 4SX,0151 286 9594,,justice@mjpsolicitors.co.uk, 0151 286 1661,: http://www.mjpsolicitors.co.uk,203739
MARK JONES AND PARTNERS,BRN,28 Hamilton SquareCH41 6AZ,0151 647 9594,,justice@mspsolicitors.co.uk, 0151 647 1661,: http://www.mspsolicitors.co.uk,310551
