Name,Office,Address,Telephone,Email,Fax,WebSite,Id
MARSDEN RAWSTHORN LLP,HO,Faraday CourtPR2 9NB,01772 799600,info@marsdenrawsthorn.com, 01772 651831, http//www.marsdenrawsthorn.com,463996
MARSDEN RAWSTHORN LLP,BRN,43 St. Thomas's RoadPR7 1JE,01257 279511,operations@sra.org.uk, 01257 271022, http//www.marsdenrawsthorn.com,463998
MARSHALL HAINES,HO,351 Norton Way SouthSG6 1SZ,01462 680955,email@marshallhaines.com, 01462 680965,,463221
MARSHALLCOX SOLICITORS,BRN,45 Castle StreetRG1 7SR,0118 957 0309,marshalcox@pitmans.com, 0118 957 0333,,387583
MARTIN-KAYE,HO,The FoundryTF3 4LY,01952 272222,law@martinkaye.co.uk, 01952 272223, http//www.martinkaye.co.uk,62553
MARTINEAU,HO,1 Colmore SquareB4 6AA,0870 763 2000,lawyers@martineau-uk.com, 0870 763 2001, http//www.martineau-uk.com,54746
MARTINEAU,BRN,35 New Bridge StreetEC4V 6BW,0870 763 2000,lawyers@martineau-uk.com, 0207 329 5570, http//www.martineau-uk.com,332953
MARTINEAU JOHNSON TRUSTEES LTD,HO,1 Colmore SquareB4 6AA,0870 763 2000,lawyers@martineau-uk.com, 0870 763 2001, http//www.martineau-uk.com,77813
MATTHEW ARNOLD & BALDWIN LLP,HO,21 Station RoadWD17 1HT,01923 202020,info@mablaw.co.uk, 01923 215050, http//www.mablaw.co.uk,508037
MATTHEW ARNOLD & BALDWIN LLP,BRN,401 Grafton Gate EastMK9 1AQ,01908 687 880,info@mablaw.co.uk, 01908 687 881, http//www.mablaw.co.uk,510136
MATTHEW ARNOLD & BALDWIN LLP,BRN,85 Fleet StreetEC4Y 1AE,0207 936 4600,info@mablaw.co.uk, 0207 842 3300, http//www.mablaw.co.uk,510137
MAXWELL WINWARD LLP,HO,100 Ludgate HillEC4M 7RE,2076510000,k.oliver@maxwellwinward.com,2076514800, http//www.maxwellwinward.com,462137
MAYER BROWN INTERNATIONAL LLP,HO,201 BishopsgateEC2M 3Af,020 3130 3000,info@mayerbrown.com, 020 3130 3001, http//www.mayerbrown.com,369822
MCCLURE NAISMITH LLP,BRN,Equitable HouseEC4R 9AF,0207 929 3770,operations@sra.org.uk, 0207 929 3466, http//www.mcclurenaismith.com,492260
MCCONNELL LAW,HO,98 Ennerdale RoadTW9 2DL,020 8255 9500,charlotte@mcconnelllaw.co.uk,, http//www.mcconnelllaw.co.uk,470199
MCDANIEL & CO,HO,23 Portland TerraceNE2 1QS,0191 281 4000,legal@mcdanielandco.co.uk, 0191 281 4333, http//www.mcdanielandco.co.uk,420112
MCDERMOTT WILL & EMERY UK LLP,HO,7 BishopsgateEC2N 3AR,020 7577 6900,operations@sra.org.uk, 020 7577 6950, http//www.mwe.com,419702
MCEVEDYS,HO,96 Westbourne Park RoadW2 5PL,0207 243 6122,victoria@mcevedy.eu, 0207 022 1721, http//www.mcevedy.eu.,465972
MCGRIGORS LLP,BRN,Century HouseEC4M 7BA,020 7054 2500,operations@sra.org.uk, 020 7054 2501, http//www.mcgrigors.com,446390
MCGRIGORS LLP,BRN,The PinnacleM2 4NG,0161 662 8000,operations@sra.org.uk, 0161 662 8001, http//www.mcgrigors.com,472868
MCHALE & COMPANY,HO,19-21 High StreetWA14 1QP, 0161 928 32 28,mch@mchaleandco.co.uk,  0161 928 32 28, http//www.mchaleandco.co.uk,519855
MCKENZIE LAW LIMITED,HO,E Innovation CentreTF2 9FT,01952 288390,niels@mckenzielaw.co.uk,, http//www.mckenzielaw.co.uk,469021
MCKENZIE LAW LIMITED,BRN,The WoodlandsSY3 9HJ,01743 244666,niels@mckenzielaw.co.uk,, http//www.mckenzielaw.co.uk,472719
MCNAIR & CO,HO,E B C HouseSW6 3PA,020 7371 7896,operations@sra.org.uk, 020 7371 7988, http//www.mcnairlaw.co.uk,68252
MEL GOLDBERG LAW,HO,Media HouseW1C 1AT,020 7355 0310,mg@melgoldberg.co.uk, 020 7487 5925,,487292
MEMERY CRYSTAL LLP,HO,44 Southampton BuildingsWC2A 1AP,020 7242 5905,hcowen@memerycrystal.com, 020 7242 2058, http//www.memerycrystal.com,440524
METCALFES,HO,46-48 Queen SquareBS1 4LY,0117 929 0451,aheath@metcalfes.co.uk, 0117 929 9551, http//www.metcalfes.co.uk,46921
MICHAEL SIMKINS LLP,HO,Lynton HouseWC1H 9LT,0207 874 5600,operations@sra.org.uk, 0207 874 5601, http//www.simkins.com,424878
MICHAEL SPENCER LAW LIMITED,HO,c/o ActonsNG1 5BQ,0115 9 100 200,mike.spencer@actons.co.uk,, http//www.actons.co.uk,401007
MICHAEL WYDRA & CO,HO,Broughton HouseW1S 3DG,020 7437 3640,operations@sra.org.uk, 0207 287 9035,,60088
MICHELMORES LLP,HO,Woodwater HouseEX2 5WR,01392 688688,operations@sra.org.uk, 01392 360563, http//www.michelmores.com,463401
MICHELMORES LLP,BRN,HarstonEX10 8LT,01395 512515,operations@sra.org.uk, 01395 578422, http//www.michelmores.com,463403
MICHELMORES LLP,BRN,Clarges HouseW1J 8DH,020 7659 7660,operations@sra.org.uk, 020 7659 7661, http//www.michelmores.com,463405
MIKE NORTHERN LEGAL,HO,7 Old Road WestDA11 0LH,01474 329961,mrln@mnlegal.co.uk, 08707 061978, http//www.mnlegal.co.uk,383569
MILBANK TWEED HADLEY & MCCLOY LLP,HO,10 Gresham StreetEC2V 7JD,020 7615 3000,operations@sra.org.uk, 020 7615 3100, http//www.milbank.com,78722
MILLBANK EDGE LLP,HO,Centurion HouseM3 3WR,,operations@sra.org.uk,,,521371
MILLBANK SOLICITORS,HO,30 St. John's LaneEC1M 4NB,020 7100 1313,info@millbanksolicitors.co.uk, 020 7100 7029,,349399
MILLER ROSENFALCK LLP,HO,17-18 Aylesbury StreetEC1R 0DB,020 7553 9930,info@europeanbusinesslawyers.com, 020 7490 5060, http//www.europeanbusinesslawyers.com,353380
MILLER ROSENFALCK LLP,BRN,The Henderson Business CentreNR5 8BF,01603 251 790,info@europeanbusinesslawyers.com, 01603 251 791, http//www.europeanbusinesslawyers.com,524132
MILLS & REEVE LLP,HO,Fountain HouseEC3M 5DJ,020 7648 9220,info@mills-reeve.com, 020 7648 9221, http//www.mills-reeve.com,464604
MILLS & REEVE LLP,BRN,78-84 Colmore RowB3 2AB,0121 454 4000,info@mills-reeve.com, 0121 200 3028, http//www.mills-reeve.com,464634
MILLS & REEVE LLP,BRN,Francis HouseCB2 1PH,01223 364422,info@mills-reeve.com, 01223 355848, http//www.mills-reeve.com,464638
MILLS & REEVE LLP,BRN,1 St. James CourtNR3 1RU,01603 660155,info@mills-reeve.com, 01603 633027, http//www.mills-reeve.com,464644
MILLS & REEVE LLP,BRN,Peter HouseM1 5AN, 0844 561 0011,info@mills-reeve.com, 0161 602 33 21, http//www.mills-reeve.com,473002
MILLS & REEVE LLP,BRN,1 City SquareLS1 2ES,0844 561 0011,info@mills-reeve.com, 0113 388 8441, http//www.mills-reeve.com,473003
MILNERS,HO,Crown HouseLS1 3BR,0113 245 0852,office@milnerslaw.com, 0113 242 0469, http//www.milnerslaw.com,52317
MILNERS,BRN,5a Wood StreetWF1 2EL,01924 386609,operations@sra.org.uk, 01924 386609, http//www.milnerslaw.com,469866
MILNERS,BRN,9a High StreetWF9 1HR,01977 644864,operations@sra.org.uk,, http//www.milnerslaw.com,496314
MILNERS,BRN,18 Blacker RoadS75 6BW,01226 391173,operations@sra.org.uk, 01226 384620, http//www.milnerslaw.com,532975
MINTER ELLISON,HO,6th FloorEC2M 2EE,0207 448 4800,operations@sra.org.uk, 020 7448 4848, http//www.minterellison.com,59338
MINTZ LEVIN COHN FERRIS GLOVSKY AND POPEO LLP,HO,Alder CastleEC2V 7JX,020 7776 7300,sfoster@mintz.com, 020 7776 7301, http//www.mintz.com,406593
MISHCON DE REYA,HO,Summit HouseWC1R 4QD,0207 4407000,postmaster@mishcon.com, 0207 4045982, http//www.mishcon.com,68218
MITCHELL WILDE LLP,HO,Mercury HouseNG7 7FN,0115 964 8237,pm@mitchellwilde.com,, http//www.mitchellwilde.com,417965
MITCHELLS SOLICITORS LLP,HO,392 Palatine RoadM22 4FZ,0161 945 2299,mitchells.sols@btconnect.com, 0161 945 2298, http//www.mitchellssolicitors.com,451169
MITCHINERS,HO,31 Herne HillSE24 9NF,+44 (0) 20 8637 9165,info@mitchiners.com, +44 (0) 20 8637 9164, http//www.mitchiners.com,420968
MK 2010 LLP,HO,The FoundryTF3 4LY,01952 272 222,operations@sra.org.uk, 01952 272 223,,523702
MLS CHASE LLP,HO,The CourtyardTW18 4XS,01784 225 850,info@mlschase.com, 01784 225 853, http//www.mlscahse.com,510842
MODUS LEGAL,HO,104 Garden LaneCH1 4EY,01244 372584,james.pressley@moduslegal.co.uk, 01244 379 451, http//www.moduslegal.co.uk/,450828
MOON BEEVER,HO,24-25 Bloomsbury SquareWC1A 2PL,020 7637 0661,info@moonbeever.com, 020 7436 4663, http//www.moonbeever.com,44096
MOORCROFTS LLP,HO,James HouseSL7 1FJ,01628 470 000,info@moorcrofts.com, 01628 470 001, http//www.moorcrofts.com,419658
MOORE,HO,Unit 11  Lillyhall Business CeCA14 4HA,0121 314 8018,operations@sra.org.uk, 0121 314 8022, http//www.moorelegal.co.uk,418266
MOORE & TIBBITS,HO,34 High StreetCV34 4BE,01926 491181,email@moore-tibbits.co.uk, 01926 402692, http//www.moore-tibbits.co.uk,61027
MOORE BLATCH LLP,HO,11 The AvenueSO17 1XF,023 8071 8000,operations@sra.org.uk, 023 8033 2205, http//www.mooreblatch.com,487618
MOORE BLATCH LLP,BRN,64 London RoadSO15 2AH,023 8071 8000,operations@sra.org.uk, 023 8033 3104, http//www.mooreblatch.com,487619
MOORE BLATCH LLP,BRN,48 High StreetSO41 9ZQ,01590 625800,operations@sra.org.uk, 01590 671224, http//www.mooreblatch.com,487620
MOORE BLATCH LLP,BRN,54 High StreetSO41 9YA,,operations@sra.org.uk,, http//www.mooreblatch.com,487622
MOORE BLATCH LLP,BRN,3 Castle YardTW10 6TF,0208 744 0766,operations@sra.org.uk, 0208 322 8630, http//www.mooreblatch.com,487623
MOORE BLATCH RESOLVE LLP,HO,64 London RoadSO15 2AH,2380718000,operations@sra.org.uk,2380332205, http//www.mooreblatch.com,487624
MOORE BLATCH RESOLVE LLP,BRN,64 London RoadSO15 2AH,023 8071 8000,operations@sra.org.uk, 023 8033 3104, http//www.mooreblatch.com,487663
MOORE BLATCH RESOLVE LLP,BRN,3 Castle YardTW10 6TF,0208 744 0766,operations@sra.org.uk, 0208 322 8630, http//www.mooreblatch.com,487668
MOORHEAD JAMES LLP,HO,Kildare HouseEC4Y 8EN,020 7831 8888,mail@moorheadjames.com, 020 7936 3635, http//www.moorheadjames.com,508475
MORGAN COLE,HO,Buxton CourtOX2 0SZ,01865 262600,info@morgan-cole.com, 01865 721367, http//www.morgan-cole.com,289003
MORGAN COLE,BRN,Apex PlazaRG1 1AX,0118 955 3000,info@morgan-cole.com, 0118 939 3210, http//www.morgan-cole.co.uk,289205
MORGAN COLE,BRN,3rd FloorRG1 3BJ,0118 955 3000,operations@sra.org.uk, 0118 955 3060,,331943
MORGAN COLE,BRN,3rd FloorBS1 3NX,0845 290 3800,operations@sra.org.uk, 0117 929 8063,,499628
MORGAN LEWIS & BOCKIUS,HO,Condor HouseEC4M 8AL,+44 (0)20 3201 5000,operations@sra.org.uk, +44 (0)20 3201 5001, http//www.morganlewis.com,77736
MORGAN RUSSELL LLP,HO,Hillbrow HouseKT10 9NW,01372 461411,advice@morganrussell.co.uk, 01372 461401, http//www.morganrussell.co.uk,362723
MORGAN WALKER SOLICITORS LIMITED,HO,115a Chancery LaneWC2A 1PR,0207 831 8333,ashoksancheti@morganwalker.co.uk, 0207 831 9638, http//www.morganwalker.co.uk,513200
MORRISON & FOERSTER (UK) LLP,HO,CitypointEC2Y 9AW,+44 (0)20 7920 4000,mmannell@mofo.com, +44 (0)20 7496 8500, http//www.mofo.com,288135
MORTON PRICE,HO,Belmayne HouseS10 2LN,0114 266 4141,richard@mortonprice.demon.co.uk, 0114 266 9836, http//www.mortonprice.co.uk,74425
MTC LAW LIMITED,HO,2 Charles StreetW1J 5DB,0207 426 7708,nima@mtclaw.eu, 0870 130 7818, http//www.mtclaw.eu,398704
MUCKLE LLP,HO,Time CentralNE1 4BF,0191 211 7777,enquiries@muckle-llp.com, 0191 211 7788, http//www.muckle-llp.com,426530
MUNDAYS LLP,HO,Cedar HouseKT11 1AN,01932 590500,enq@mundays.co.uk, 01932 590220, http//www.mundays.co.uk,423073
MYERS LISTER PRICE,HO,5-7 Market StreetWA14 1QE,0161 926 9969,info@mlpsolicitors.co.uk, 0161 926 1500, http//www.mlpsolicitors.co.uk,68357
NABARRO LLP,HO,Lacon HouseWC1X 8RW,020 7524 6000,info@nabarro.com, 020 7524 6524, http//www.nabarro.com,482386
NABARRO LLP,BRN,1 South QuayS2 5SY,0114 279 4000,info@nabarro.com, 0114 278 6123, http//www.nabarro.com,482387
NC LAW LTD,HO,14 High StreetMK17 0EP,01908 520 295,operations@sra.org.uk,,,468964
NEEDHAM & JAMES LLP,HO,Needham & James HouseCV37 6YY,0845 630 8833,andrewcain@needhamandjames.com, 0845 630 8844, http//www.needhamandjames.com,442898
NEEDHAM & JAMES LLP,BRN,One Colmore RowB3 2BJ,0845 630 8833,andrewcain@needhamandjames.com, 0845 630 8822, http//www.needhamandjames.com,442902
NEEDHAM & JAMES LLP,BRN,The Assembly RoomsCV36 4AT,0845 630 8833,andrewcain@needhamandjames.com, 0845 630 8818, http//www.needhamandjames.com,442903
NEEDHAM & JAMES LLP,BRN,Compton HouseGL56 0AX,0845 630 8833,andrewcain@needhamandjames.com, 0845 630 8838, http//www.needhamandjames.com,442904
NEIL MYERSON LLP,HO,The CottagesWA14 1RX,0161 941 4000,lawyers@neilmyerson.co.uk, 0161 941 4411, http//www.neilmyerson.co.uk,515754
NEIL MYERSON LLP,BRN,Mere HouseWA14 1PF,0161 941 4000,lawyers@neilmyerson.co.uk, 0161 941 4411, http//www.neilmyerson.co.uk,518105
NEIL MYERSON LLP,BRN,Esmond HouseWA14 2QS,0161 941 4000,lawyers@neilmyerson.co.uk, 0161 941 4411, http//www.neilmyerson.co.uk,518109
NELSONS SOLICITORS LLP,HO,Pennine HouseNG1 7BQ,0115 9586262,operations@sra.org.uk, 0115 851 6001, http//www.nelsonslaw.co.uk,488309
NELSONS SOLICITORS LLP,BRN,Sterne HouseDE1 3WD,01332 372372,operations@sra.org.uk, 01332 345831, http//www.nelsonslaw.co.uk,488311
NELSONS SOLICITORS LLP,BRN,Provincial HouseLE1 6TU,0116 222 6666,operations@sra.org.uk, 0116 222 6650, http//www.nelsonslaw.co.uk,488312
NEUMANS LLP,HO,Ocean HouseEC4V 2AR,020 7429 3900,mail@neumansllp.com, 020 7429 3901, http//www.neumansllp.com,448865
NEW MEDIA LAW LLP,HO,3-4a Little Portland StreetW1W 7JB,0207 291 1670,ian.penman@newmedialaw.biz, 0207 291 1680, http//www.newmedialaw.biz,360645
NEWMAN LAW SOLICITORS,HO,10 Hendon LaneN3 1TR,020 8349 2655,info@newmanlaw.co.uk, 020 8346 0270,,58735
NEWMAN LAW SOLICITORS,BRN,Central HouseN3 1LQ,0208 349 8012,info@zenithsolicitors.co.uk, 0208 349 8605,,499008
NEXUS SOLICITORS,HO,Carlton HouseM2 5PE,0161 819 4900,help@nexussolicitors.co.uk, 0161 819 4901, http//www.nexussolicitors.co.uk,326467
NEXUS SOLICITORS,BRN,2 Swinton SquareWA16 6HH,01565 632152,help@nexussolicitors.co.uk, 01565 632154, http//www.nexussolicitors.co.uk,490765
NICHOLAS HART SOLICITORS,HO,39 Hatton GardenEC1N 8EH,0207 2429 222,nh@nhartlaw.com, 0207 242 4414,,403042
NICKY CALTHROP-OWEN LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,nicky.calthorpowen@actons.co.uk,, http//www.actons.co.uk,380602
NICOLAOU SOLICITORS,HO,The Barn StudiosEN7 5JA,01707 877707,niclaw@tiscali.co.uk, 01707 877708,,272161
NOCKOLDS LLP,HO,6 Market SquareCM23 3UZ,01279 755777,post@nockolds.co.uk, 01279 757640, http//www.nockolds.co.uk,471945
NOMOS LEGAL SERVICES LIMITED,HO,RushpointSL5 7LY,07894 253 120,enquiries@nomoslegal.com,, http//www.nomaslegal.com,514849
NORTH STAR LAW LLP,HO,1-6 Yarmouth PlaceW1J 7BU,,operations@sra.org.uk,,,518513
NORTHWOOD REID,HO,Innovation HouseOX2 0JX,01865 811101,christine.reid@northwoodreid.com,, http//www.northwoodreid.com,446779
NORTON ROSE LLP,HO,3 More London RiversideSE1 2AQ,020 7283 6000,operations@sra.org.uk, 020 7283 6500, http//www.nortonrose.com,466517
NORWOOD NICHOLLS,HO,81 Rivington StreetEC2A 3AY,020 3137 0756,mail@norwwodnicholls.com, 020 3137 0785, http//www.norwoodnicholls.com,439752
NOVALEX LIMITED,HO,Midsummer CourtMK9 2UB,01908 440 020,karen.mason@novalex.co.uk, 01234 712 081, http//www.novalex.co.uk,520354
O'MELVENY & MYERS LLP,HO,Warwick CourtEC4M 7DX,0207 088 0000,operations@sra.org.uk, 0207 088 0001, http//www.omm.com,407228
OAKLAND & CO,HO,27 Acacia RoadNW8 6AR,0207 722 7257,info@oaklandlaw.co.uk, 0203 318 0946, http//www.oaklandlaw.co.uk,523978
OLIVER & CO,HO,Booth MansionCH1 2LA,01244 312 306,law@oliverandco.co.uk, 01244 350 261, http//www.oliverandco.co.uk,58496
OLSWANG LLP,HO,90 High HolbornWC1V 6XX,0207 067 3000,london@olswang.com, 0207 067 3999, http//www.olswang.com,508035
OLSWANG LLP,BRN,Apex PlazaRG1 1AX,0207 067 3000,thamesvalley@olswang.com, 0207 071 7499, http//www.olswang.com,511774
ORIGIN LIMITED,HO,Twisden WorksNW5 1DN,020 7424 1950,info@origin.co.uk, 020 7209 0643, http//www.origin.co.uk,370039
ORR LITCHFIELD LLP,HO,Third FloorWC2R 3HU,0207 395 2180,hugh.barrett@orrlitchfield.com, 0207 395 2181,,512476
ORRICK  HERRINGTON & SUTCLIFFE (EUROPE) LLP,HO,107 CheapsideEC2V 6DN,+44 207 562 5000,info@orrick.com, +44 207 628 0078, http//www.orrick.com,515275
OSBORNE CLARKE,HO,2 Temple Back EastBS1 6EG,0117 917 3000,operations@sra.org.uk, 0117 917 3005, http//www.osborneclarke.com,58540
OSBORNE CLARKE,BRN,One London WallEC2Y 5EB,020 7105 7004,operations@sra.org.uk, 020 7105 7005,,58542
OSBORNE CLARKE,BRN,Apex PlazaRG1 1AX,0118 925 2000,operations@sra.org.uk, 0118 925 0038,,270441
OSBORNE CLARKE NOMINEES LTD,HO,2 Temple Back EastBS1 6EG,,operations@sra.org.uk,,,78843
OSBORNE CLARKE PENSION TRUSTEES LIMITED,HO,2 Temple Back EastBS1 6EG,,operations@sra.org.uk, 0117 927 9209,,80586
OSBORNE CLARKE PROJECTS LIMITED,HO,2 Temple Back EastBS1 6EG,0117 917 3000,operations@sra.org.uk, 0117 917 3005,,488937
OSBORNE CLARKE PROJECTS LIMITED,BRN,1 London WallEC2Y 5EB,020 7105 7000,operations@sra.org.uk,,,488942
OSBORNE CLARKE PROJECTS LIMITED,BRN,Apex PlazaRG1 1AX,0118 925 2000,operations@sra.org.uk,,,488944
OSBORNE CLARKE TRUSTEES LIMITED,HO,2 Temple Back EastBS1 6EG,,operations@sra.org.uk,,,199769
OURY CLARK,HO,10 John StreetWC1N 2EB,020 7067 4300,contact@ouryclarksolicitors.com, 0207 067 4301, http//www.ouryclark.com,266280
OVER TAYLOR BIGGS,HO,4 Cranmere CourtEX2 8PW,01392 823811,richard.biggs@otb.uk.com, 01392 823812, http//www.otb.uk.com,76153
OWEN WHITE,HO,Senate HouseSL1 3SR,01753 876800,law@owenwhite.com, 01753 876876, http//www.owenwhite.com,69702
OXLEY & COWARD,HO,34/46 Moorgate StreetS60 2HB,01709 510999,mailbox@oxcow.co.uk, 01709 512999, http//www.oxcow.co.uk,58598
PALMERS,HO,19 Town SquareSS14 1BD,01268 240000,enquiries@palmerslaw.co.uk, 01268 240001, http//www.palmerslaw.co.uk,58939
PALMERS,BRN,Prospect HouseCM3 5XB,01245 322111,enquiries@palmerslaw.co.uk, 01245 324363, http//www.palmerslaw.co.uk,58941
PALMERS,BRN,Ascension ChambersRM16 6HH,01375 484444,enquiries@palmerslaw.co.uk, 01375 484448, http//www.palmerslaw.co.uk,402581
PANNONE LLP,HO,123 DeansgateM3 2BU,0161 909 3000,operations@sra.org.uk, 0161 909 4444, http//www.pannone.com,437752
PANNONE LLP,BRN,Ollerbarrow HouseWA15 9SQ,0161 926 1960,operations@sra.org.uk, 0161 926 1070,,437753
PANNONE LLP,BRN,69 London RoadSK9 7DY,01625 587640,operations@sra.org.uk, 01625 587650, http//www.pannone.com,469377
PARIS SMITH LLP,HO,1 London RoadSO15 2AE,023 8048 2482,parissmith@parissmith.co.uk, 023 8063 1835, http//www.parissmith.co.uk,408233
PARK SQUARE (LEEDS) NOMINEES  LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,operations@sra.org.uk, 0113 244 8000, http//www.pinsentmasons.com,79788
PAUL ANTHONY MILTON,HO,Willen CoppiceSL6 7QF,01628 670497,pamilton@btinternet.com, 01628 783707,,423177
PAUL FOLEY,HO,29th FloorE14 5DY,+44 020 7712 1542,pf@paulfoley.co.uk, 44 0270 712 1501, http//www.paulfoley.co.uk,331986
PAUL SMITH & CO,HO,308 High StreetCR0 1NG,0208 686 5344,paul@paulsmithlaw.co.uk, 0208 686 3773, http//www.paulsmithlaw.co.uk,330060
PAYNE HICKS BEACH,HO,10 New SquareWC2A 3QG,020 7465 4300,mail@phb.co.uk, 020 7465 4463, http//www.phb.co.uk,59098
PB LEGAL LIMITED,HO,International HouseRH10 1LE,01293 553000,info@pblegal.co.uk, 01293 553001, http//www.pblegal.co.uk,447841
PEACHEY & CO LLP,HO,95 AldwychWC2B 4JF,020 7316 5200,email@peachey.co.uk, 020 7316 5222, http//www.peachey.co.uk,420600
PEACOCK & CO,HO,94 High Street WimbledonSW19 5EG,020 8944 5290,office@peacock-law.co.uk, 020 8944 5303, http//www.peacock-law.co.uk,74764
PEARNE & CO,HO,42 Pilley LaneGL53 9ER,020 290 5555,info@pearne.co.uk, 0844 443 2662, http//www.pearne.co.uk,427836
PELLYS LLP,HO,Old MonasteryCM23 2ND,01279 758 080,office@pellys.co.uk, 01279 467565, http//www.pellys.co.uk,419726
PELLYS LLP,BRN,12 Market WalkCB10 1JZ,01799 514420,office@pellys.co.uk, 01799 514421, http//www.pellys.co.uk,422180
PELLYS LLP,BRN,61 Regent StreetCB2 1AB,01279 758080,office@pellys.co.uk, 02179 467565, http//www.pellys.co.uk,488839
PELLYS TRANSPORT & REGULATORY SERVICES LIMITED,HO,Old MonasteryCM23 2ND,01279 758 080,operations@sra.org.uk, 01279 467 565, http//www.pellys.co.uk,499327
PEMBERTON GREENISH,HO,45 Pont StreetSW1X 0BX,020 7591 3333,law@pglaw.co.uk, 020 7591 3300, http//www.pglaw.co.uk,53812
PENNINGTONS SOLICITORS LLP,HO,Abacus HouseEC2V 8AR,020 7457 3000,info@penningtons.co.uk, 020 7457 3240, http//www.penningtons.co.uk,419867
PENNINGTONS SOLICITORS LLP,BRN,HighfieldGU7 1NS,01483 791800,info@penningtons.co.uk, 01483 424177, http//www.penningtons.co.uk,419878
PENNINGTONS SOLICITORS LLP,BRN,da Vinci HouseRG21 4EQ,01256 407100,info@penningtons.co.uk, 01256 479 425, http//www.penningtons.co.uk,419884
PETER ADEDIRAN INTERNET LAWYERS,HO,Davenport HouseE14 9RP,0207 510 9484,peter@peteradediran.com, 0207 510 9485, http//www.peteradediran.com,511025
PETER J EWART & CO SOLICITORS,HO,East End HouseGL7 4AP,01285 713715,peter@ewart.uk.com, 01285 713505,,425446
PETER MILLICAN & CO,HO,Northumbria Centre for EnterprNE63 9JZ,01670 528450,peter@petermillicansolicitors.co.uk, 01670 528460, http//www.petermillicansolicitors.co.uk,426718
PETER SEYMOUR LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,peter.seymour@actons.co.uk, 0115 9100 207, http//www.actons.co.uk,380592
PHILLIPS,HO,Town GateRG21 7NY,01256 460830,legal@phillips-law.co.uk, 01256 364333, http//www.phillips-law.co.uk,60213
PILLSBURY WINTHROP SHAW PITTMAN LLP,HO,Tower 42  Level 23EC2N 1HQ,020 7847 9500,operations@sra.org.uk, 020 7847 9501, http//www.pillsburylaw.com,372061
PINSENT MASONS LLP,HO,CitypointEC2Y 9AH,020 7418 7000,operations@sra.org.uk, 020 7418 7050, http//www.pinsentmasons.com,471972
PINSENT MASONS LLP,BRN,30 Aylesbury StreetEC1R 0ER,020 7490 4000,operations@sra.org.uk, 020 7490 2545, http//www.pinsentmasons.com,471974
PINSENT MASONS LLP,BRN,3 Colmore Circus QueenswayB4 6BH,0121 200 1050,operations@sra.org.uk, 0121 626 1040, http//www.pinsentmasons.com,471975
PINSENT MASONS LLP,BRN,33-35 Queen SquareBS1 4LU,0117 924 5678,operations@sra.org.uk, 0117 924 6699, http//www.pinsentmasons.com,471977
PINSENT MASONS LLP,BRN,1 Park RowLS1 5AB,0113 244 5000,operations@sra.org.uk, 0113 244 8000, http//www.pinsentmasons.com,471978
PINSENT MASONS LLP,BRN,3 Hardman StreetM3 3AU,0161 234 8234,operations@sra.org.uk, 0161 234 8235, http//www.pinsentmasons.com,471980
PITMANS,HO,47 Castle StreetRG1 7SR,0118 958 0224,sbrooker@pitmans.com, 0118 9517 939, http//www.pitmans.com,57601
PITMANS,BRN,57 Castle StreetRG1 7SN,01189 580224,sbrooker@pitmans.com, 01189 517939, http//www.pitmans.com,57602
PITMANS,BRN,1 Crown CourtEC2V 6LR,+44 (0) 20 7634 4620,operations@sra.org.uk, +44 (0) 20 7634 4621, http//www.pitmans.co.uk,421151
PITMANS,BRN,The AnchorageRG1 2LU,0118 958 0224,sbrooker@pitmans.com, 0118 958 5097, http//www.pitmans.com,443213
PITMANS HOLDINGS LLP,HO,47 Castle StreetRG1 7SR,0118 957 0516,sbrooker@pitmans.com, 0118 951 7939, http//www.pitmans.com,512356
PITMANS SK SPORT & ENTERTAINMENT LLP,HO,1 Crown CourtEC2V 6LR,0118 957 0445,lharratt@pitmans.com, 0118 950 5901,,520802
PITMANS TRUSTEES LIMITED,HO,1 Crown CourtEC2V 6LR,020 7634 4620,operations@sra.org.uk, 020 7634 4621,,80016
POWELL GILBERT LLP,HO,25 Southampton BuildingsWC2A 1AL,020300 88085,zoe.butler@powellgilbert.com, 020 3008 8089, http//www.powellgilbert.com,460035
PRECISION LAW,HO,Ancient HouseCO10 5HN,01787 211 778,jonathan.rands@precisionlaw.co.uk,, http//www.precisionlaw.co.uk,496531
PREISKEL & CO LLP,HO,5 Fleet PlaceEC4M 7RD,0207 332 5640,ronnie@preiskel.com, 0207 332 5641, http//www.preiskel.com,390226
PRETTYS,HO,Elm HouseIP1 2AD,01473 232121,mail@prettys.co.uk, 01473 230002, http//www.prettys.co.uk,57766
PRICEWATERHOUSECOOPERS LEGAL LLP,HO,12 Plumtree CourtEC4A 4HT,0207 212 1616,operations@sra.org.uk, 0207 212 1507,,442833
PRICEWATERHOUSECOOPERS LEGAL LLP,BRN,1 Embankment PlaceWC2N 6DX,0207 212 1616,operations@sra.org.uk, 0207 212 1507, http//www.pwclegal.co.uk,442836
PRICEWATERHOUSECOOPERS LEGAL MIDDLE EAST LLP,HO,12 Plumtree CourtEC4A 4HT,0207 212 1616,operations@sra.org.uk, 0207 212 1507,,519595
